step,time,control,f1_palm,f2_palm,f1_tip,f2_tip,t1_length,t2_length,palm_diff,tip_diff,tendon_diff,contacts
1290,1.29,1.0,-94.23853582369878,-93.33832367229348,-6.9132051707751536e-09,-2.7415603801334145e-07,0.16296555113846126,0.1629479896278328,0.9002121514052988,2.672428328425663e-07,1.7561510628455457e-05,0
1300,1.3,1.0,-94.2385358213892,-93.33832366948523,-6.881503286341696e-09,-2.4682331311357027e-07,0.1629655511384183,0.16294798962777418,0.9002121519039719,2.399418098272286e-07,1.75615106441096e-05,0
1310,1.31,1.0,-94.23853581933105,-93.33832366698235,-6.855659490582272e-09,-2.224558395529425e-07,0.16296555113838004,0.1629479896277219,0.9002121523487006,2.1560018006236022e-07,1.7561510658153923e-05,0
1320,1.32,1.0,-94.23853581749692,-93.33832366475151,-6.834624392763027e-09,-2.0073195035114985e-07,0.16296555113834593,0.16294798962767532,0.9002121527454108,1.9389732595838683e-07,1.7561510670616176e-05,0
1330,1.33,1.0,-94.23853581586255,-93.33832366276299,-6.81757622149519e-09,-1.8136483192321152e-07,0.16296555113831557,0.16294798962763382,0.9002121530995595,1.7454725570171633e-07,1.7561510681746162e-05,0
1340,1.34,1.0,-94.23853581440598,-93.33832366099065,-6.803814715828385e-09,-1.640987992658489e-07,0.16296555113828848,0.1629479896275968,0.9002121534153247,1.572949845500205e-07,1.7561510691682658e-05,0
1350,1.35,1.0,-94.2385358131077,-93.33832365941109,-6.792746781990379e-09,-1.487059201027114e-07,0.16296555113826436,0.16294798962756382,0.9002121536966143,1.4191317332072103e-07,1.7561510700536687e-05,0
1360,1.36,1.0,-94.2385358119507,-93.33832365800305,-6.7838937663230145e-09,-1.3498297986053692e-07,0.16296555113824288,0.16294798962753443,0.9002121539476491,1.281990860942139e-07,1.7561510708447026e-05,0
1370,1.37,1.0,-94.23853581091944,-93.33832365674812,-6.776857781341676e-09,-1.2274880560297178e-07,0.1629655511382237,0.16294798962750823,0.9002121541713279,1.159719478216301e-07,1.7561510715469186e-05,0
1380,1.3800000000000001,1.0,-94.23853581000033,-93.33832365562952,-6.771296274343284e-09,-1.1184189528824955e-07,0.16296555113820657,0.16294798962748486,0.9002121543708057,1.0507059901390627e-07,1.756151072171419e-05,0
1390,1.3900000000000001,1.0,-94.23853580918119,-93.33832365463242,-6.766943429630339e-09,-1.0211824773227885e-07,0.16296555113819136,0.16294798962746404,0.9002121545487682,9.535130430264852e-08,1.7561510727320817e-05,0
1400,1.4000000000000001,1.0,-94.23853580845125,-93.33832365374342,-6.76356932241433e-09,-9.344949484048193e-08,0.1629655511381778,0.16294798962744547,0.9002121547078303,8.668592551806759e-08,1.756151073231682e-05,0
1410,1.41,1.0,-94.23853580780062,-93.33832365295105,-6.760993324795913e-09,-8.572118597188865e-08,0.16296555113816572,0.16294798962742893,0.9002121548495694,7.896019264709273e-08,1.756151073678547e-05,0
1420,1.42,1.0,-94.23853580722064,-93.33832365224484,-6.759056451459906e-09,-7.883130363842669e-08,0.16296555113815492,0.1629479896274142,0.9002121549758044,7.207224718696678e-08,1.756151074072676e-05,0
1430,1.43,1.0,-94.23853580670357,-93.33832365161541,-6.757626374117844e-09,-7.268889537153811e-08,0.1629655511381453,0.16294798962740104,0.9002121550881554,6.593126899742026e-08,1.7561510744251718e-05,0
1440,1.44,1.0,-94.23853580624284,-93.33832365105417,-6.756604956540346e-09,-6.721286139035218e-08,0.16296555113813674,0.16294798962738932,0.9002121551886688,6.045625643381183e-08,1.7561510747415854e-05,0
1450,1.45,1.0,-94.23853580583209,-93.33832365055397,-6.755914867284694e-09,-6.233090293608048e-08,0.1629655511381291,0.1629479896273789,0.9002121552781119,5.557498806879579e-08,1.7561510750219167e-05,0
1460,1.46,1.0,-94.23853580546596,-93.33832365010808,-6.755474956092531e-09,-5.7978580344638824e-08,0.16296555113812228,0.1629479896273696,0.9002121553578775,5.1223105388546293e-08,1.7561510752689413e-05,0
1470,1.47,1.0,-94.23853580513965,-93.33832364971059,-6.75524107541339e-09,-5.409842600916396e-08,0.16296555113811623,0.1629479896273613,0.9002121554290596,4.734318493375057e-08,1.7561510754937615e-05,0
1480,1.48,1.0,-94.23853580484877,-93.33832364935623,-6.7551545331917516e-09,-5.063922269576725e-08,0.16296555113811081,0.1629479896273539,0.9002121554925395,4.38840681625755e-08,1.756151075690826e-05,0
1490,1.49,1.0,-94.23853580458946,-93.33832364904038,-6.755184564017746e-09,-4.755530130506871e-08,0.162965551138106,0.1629479896273473,0.9002121555490845,4.080011674105096e-08,1.7561510758712373e-05,0
1500,1.5,1.0,-94.23853580435842,-93.33832364875873,-6.755303180987737e-09,-4.4805945365986787e-08,0.16296555113810174,0.16294798962734144,0.9002121555996894,3.805064218499905e-08,1.756151076029444e-05,0
1510,1.51,1.0,-94.23853580415243,-93.33832364850768,-6.75548886137475e-09,-4.235485769237018e-08,0.16296555113809788,0.1629479896273362,0.900212155644752,3.559936883099543e-08,1.756151076168222e-05,0
1520,1.52,1.0,-94.23853580396879,-93.33832364828393,-6.75571744558901e-09,-4.016968322869216e-08,0.16296555113809447,0.16294798962733148,0.900212155684855,3.341396578310315e-08,1.7561510762986732e-05,0
1530,1.53,1.0,-94.23853580380505,-93.33832364808453,-6.755969958693199e-09,-3.822157468937892e-08,0.1629655511380914,0.16294798962732732,0.9002121557205243,3.1465604730685724e-08,1.7561510764096955e-05,0
1540,1.54,1.0,-94.23853580365906,-93.3383236479068,-6.7562523263407705e-09,-3.6484803909867756e-08,0.16296555113808872,0.16294798962732363,0.9002121557522571,2.9728551583526986e-08,1.7561510765096155e-05,0
1550,1.55,1.0,-94.23853580352899,-93.33832364774827,-6.756524486893909e-09,-3.4936466121109094e-08,0.1629655511380863,0.1629479896273203,0.9002121557807214,2.8179941634215184e-08,1.756151076601209e-05,0
1560,1.56,1.0,-94.23853580341313,-93.33832364760684,-6.756805594614703e-09,-3.35560956165398e-08,0.16296555113808414,0.16294798962731735,0.9002121558062868,2.6799290021925094e-08,1.7561510766789246e-05,0
1570,1.57,1.0,-94.23853580330976,-93.33832364748088,-6.757089618165389e-09,-3.232547353904399e-08,0.1629655511380822,0.16294798962731477,0.900212155828882,2.5568383920878597e-08,1.7561510767427624e-05,0
1580,1.58,1.0,-94.23853580321759,-93.33832364736863,-6.757365836117197e-09,-3.1228356622886636e-08,0.1629655511380805,0.16294798962731238,0.900212155848962,2.447099078676944e-08,1.7561510768121513e-05,0
1590,1.59,1.0,-94.23853580313538,-93.33832364726862,-6.757623428608941e-09,-3.025027194601763e-08,0.16296555113807898,0.16294798962731033,0.900212155866754,2.3492648517408687e-08,1.756151076864887e-05,0
1600,1.6,1.0,-94.23853580306222,-93.33832364717932,-6.757874868978765e-09,-2.9378293714382933e-08,0.16296555113807762,0.16294798962730844,0.9002121558828975,2.262041884540417e-08,1.7561510769176225e-05,0
1610,1.61,1.0,-94.23853580299692,-93.33832364709977,-6.758110785763928e-09,-2.860091248245856e-08,0.16296555113807637,0.16294798962730678,0.900212155897151,2.184280169669463e-08,1.756151076959256e-05,0
1620,1.62,1.0,-94.2385358029387,-93.33832364702887,-6.758330379032313e-09,-2.7907869760970226e-08,0.16296555113807532,0.16294798962730533,0.9002121559098271,2.1149539381937912e-08,1.7561510769981137e-05,0
1630,1.6300000000000001,1.0,-94.23853580288686,-93.33832364696563,-6.758538212813888e-09,-2.7290013581723986e-08,0.16296555113807437,0.162947989627304,0.9002121559212242,2.05314753689101e-08,1.7561510770369715e-05,0
1640,1.6400000000000001,1.0,-94.2385358028406,-93.33832364690929,-6.758736850277983e-09,-2.673918368313419e-08,0.16296555113807348,0.16294798962730278,0.9002121559313139,1.9980446832856207e-08,1.7561510770702782e-05,0
1650,1.6500000000000001,1.0,-94.2385358027993,-93.3383236468591,-6.75891563116495e-09,-2.6248113180823893e-08,0.16296555113807273,0.16294798962730173,0.9002121559402099,1.9489197549658943e-08,1.7561510771008093e-05,0
1660,1.6600000000000001,1.0,-94.23853580276243,-93.33832364681442,-6.75907827270286e-09,-2.5810321303825557e-08,0.16296555113807204,0.1629479896273008,0.9002121559480116,1.9051243031122698e-08,1.7561510771230138e-05,0
1670,1.67,1.0,-94.23853580272967,-93.33832364677447,-6.7592246175780686e-09,-2.5420025804928614e-08,0.16296555113807146,0.16294798962729998,0.9002121559552023,1.8660801187350546e-08,1.7561510771479938e-05,0
1680,1.68,1.0,-94.23853580270051,-93.33832364673883,-6.7593649505227244e-09,-2.5072067509264063e-08,0.1629655511380709,0.16294798962729926,0.9002121559616825,1.8312702558741337e-08,1.756151077164647e-05,0
1690,1.69,1.0,-94.23853580267462,-93.33832364670693,-6.759489889182718e-09,-2.476186267634897e-08,0.1629655511380704,0.16294798962729856,0.9002121559676937,1.800237278716625e-08,1.756151077184076e-05,0
1700,1.7,1.0,-94.2385358026515,-93.33832364667853,-6.75961022946897e-09,-2.448530668579855e-08,0.16296555113806996,0.16294798962729798,0.9002121559729659,1.7725696456329582e-08,1.7561510771979538e-05,0
1710,1.71,1.0,-94.23853580263089,-93.3383236466532,-6.75971808083705e-09,-2.4238751639509527e-08,0.16296555113806957,0.16294798962729745,0.9002121559776981,1.7479033558672476e-08,1.7561510772118316e-05,0
1720,1.72,1.0,-94.23853580261245,-93.33832364663068,-6.759817311472873e-09,-2.40189452780725e-08,0.16296555113806926,0.16294798962729698,0.9002121559817624,1.725912796659963e-08,1.756151077228485e-05,0
1730,1.73,1.0,-94.23853580259582,-93.33832364661087,-6.759910589072466e-09,-2.382297866457829e-08,0.1629655511380689,0.16294798962729656,0.9002121559849456,1.706306807550582e-08,1.756151077234036e-05,0
1740,1.74,1.0,-94.23853580258105,-93.33832364659311,-6.759980530899431e-09,-2.3648290864933424e-08,0.16296555113806865,0.16294798962729623,0.9002121559879441,1.6888310334033992e-08,1.7561510772423627e-05,0
1750,1.75,1.0,-94.23853580256802,-93.33832364657717,-6.760050476990805e-09,-2.3492549510277565e-08,0.1629655511380684,0.1629479896272959,0.9002121559908574,1.6732499033286758e-08,1.7561510772506894e-05,0
1760,1.76,1.0,-94.23853580255644,-93.3383236465629,-6.7601223140344855e-09,-2.3353694407060427e-08,0.1629655511380682,0.16294798962729556,0.9002121559935432,1.659357209302594e-08,1.7561510772645672e-05,0
1770,1.77,1.0,-94.23853580254608,-93.3383236465502,-6.760181270184731e-09,-2.322990893136013e-08,0.16296555113806802,0.16294798962729531,0.900212155995888,1.64697276611754e-08,1.7561510772701183e-05,0
1780,1.78,1.0,-94.2385358025368,-93.33832364653894,-6.760237083531524e-09,-2.3119549001362184e-08,0.16296555113806785,0.16294798962729506,0.9002121559978633,1.635931191783066e-08,1.756151077278445e-05,0
1790,1.79,1.0,-94.2385358025285,-93.33832364652895,-6.76028853732364e-09,-2.3021161313866778e-08,0.16296555113806768,0.16294798962729484,0.9002121559995544,1.6260872776543138e-08,1.756151077283996e-05,0
1800,1.8,1.0,-94.2385358025211,-93.33832364652,-6.760332629220453e-09,-2.293345276362506e-08,0.16296555113806757,0.16294798962729468,0.9002121560011034,1.6173120134404608e-08,1.7561510772895472e-05,0
1810,1.81,1.0,-94.23853580251453,-93.33832364651201,-6.760370259931964e-09,-2.2855256435773395e-08,0.16296555113806743,0.16294798962729448,0.9002121560025245,1.6094886175841432e-08,1.7561510772950983e-05,0
1820,1.82,1.0,-94.2385358025087,-93.33832364650486,-6.760400969440127e-09,-2.2785545309462104e-08,0.16296555113806732,0.16294798962729437,0.9002121560038319,1.6025144340021977e-08,1.7561510772950983e-05,0
1830,1.83,1.0,-94.23853580250352,-93.33832364649847,-6.76043519498776e-09,-2.2723395772029104e-08,0.1629655511380672,0.1629479896272942,0.900212156005054,1.5962960577041343e-08,1.7561510773006495e-05,0
1840,1.84,1.0,-94.23853580249889,-93.3383236464928,-6.76046116638829e-09,-2.2667988466488908e-08,0.16296555113806713,0.16294798962729412,0.9002121560060914,1.5907527300100617e-08,1.7561510773006495e-05,0
1850,1.85,1.0,-94.23853580249475,-93.33832364648774,-6.760488797761496e-09,-2.2618590488605282e-08,0.1629655511380671,0.16294798962729398,0.9002121560070151,1.5858101690843785e-08,1.7561510773117517e-05,0
1860,1.86,1.0,-94.23853580249101,-93.33832364648327,-6.760510243597874e-09,-2.2574556692172464e-08,0.162965551138067,0.16294798962729393,0.9002121560077398,1.581404644857459e-08,1.7561510773062006e-05,0
1870,1.87,1.0,-94.2385358024876,-93.33832364647944,-6.760538129584912e-09,-2.253529171218533e-08,0.16296555113806693,0.16294798962729382,0.9002121560081662,1.577475358260042e-08,1.7561510773117517e-05,0
1880,1.8800000000000001,1.0,-94.23853580248458,-93.33832364647597,-6.760553687128717e-09,-2.250029737625159e-08,0.16296555113806688,0.16294798962729376,0.9002121560086067,1.5739743689122873e-08,1.7561510773117517e-05,0
1890,1.8900000000000001,1.0,-94.23853580248193,-93.33832364647277,-6.76056851216761e-09,-2.2469097006827263e-08,0.16296555113806682,0.1629479896272937,0.9002121560091609,1.570852849465965e-08,1.7561510773117517e-05,0
1900,1.9000000000000001,1.0,-94.23853580247975,-93.33832364646977,-6.760579466574047e-09,-2.244128155558987e-08,0.1629655511380668,0.16294798962729362,0.900212156009971,1.568070208901582e-08,1.7561510773173028e-05,0
1910,1.9100000000000001,1.0,-94.23853580247784,-93.33832364646707,-6.760597434093188e-09,-2.24164759194505e-08,0.16296555113806674,0.16294798962729357,0.9002121560107668,1.565587848535731e-08,1.7561510773173028e-05,0
1920,1.92,1.0,-94.23853580247604,-93.33832364646477,-6.760611816862611e-09,-2.2394362972159686e-08,0.1629655511380667,0.1629479896272935,0.9002121560112641,1.5633751155297075e-08,1.7561510773200784e-05,0
1930,1.93,1.0,-94.23853580247437,-93.33832364646275,-6.760623479695073e-09,-2.2374650961497593e-08,0.1629655511380667,0.1629479896272935,0.9002121560116194,1.561402748180252e-08,1.7561510773200784e-05,0
1940,1.94,1.0,-94.23853580247285,-93.33832364646099,-6.760632777207661e-09,-2.2357079126131992e-08,0.16296555113806668,0.1629479896272934,0.900212156011861,1.559644634892433e-08,1.756151077328405e-05,0
1950,1.95,1.0,-94.23853580247146,-93.33832364645944,-6.760643737829428e-09,-2.234141110757659e-08,0.16296555113806663,0.1629479896272934,0.9002121560120173,1.558076736974716e-08,1.756151077322854e-05,0
1960,1.96,1.0,-94.23853580247021,-93.33832364645812,-6.760649265947502e-09,-2.2327444856596553e-08,0.1629655511380666,0.16294798962729337,0.9002121560120884,1.556679559064905e-08,1.756151077322854e-05,0
1970,1.97,1.0,-94.2385358024691,-93.3383236464569,-6.760655024985375e-09,-2.23149944133853e-08,0.1629655511380666,0.16294798962729334,0.9002121560122021,1.5554339388399924e-08,1.7561510773256295e-05,0
1980,1.98,1.0,-94.23853580246823,-93.33832364645569,-6.760659592361723e-09,-2.230389528983894e-08,0.16296555113806657,0.1629479896272933,0.9002121560125431,1.5543235697477218e-08,1.756151077328405e-05,0
1990,1.99,1.0,-94.23853580246741,-93.33832364645468,-6.760661043201244e-09,-2.2294001446335506e-08,0.16296555113806657,0.1629479896272933,0.9002121560127279,1.553334040313426e-08,1.756151077328405e-05,0
2000,2.0,1.0,-94.23853580246674,-93.33832364645366,-6.76066631203086e-09,-2.2285181021664435e-08,0.16296555113806654,0.1629479896272933,0.9002121560130831,1.5524514709633575e-08,1.7561510773256295e-05,0
2010,2.0100000000000002,1.0,-94.23853580246609,-93.33832364645284,-6.7606731457750015e-09,-2.2277309881089433e-08,0.16296555113806652,0.16294798962729326,0.9002121560132537,1.5516636735314432e-08,1.7561510773256295e-05,0
2020,2.02,1.0,-94.23853580246552,-93.33832364645207,-6.7606756273308474e-09,-2.2270299077487963e-08,0.16296555113806652,0.16294798962729323,0.9002121560134526,1.5509623450157116e-08,1.756151077328405e-05,0
2030,2.0300000000000002,1.0,-94.23853580246492,-93.33832364645154,-6.7606868894316555e-09,-2.226404154681688e-08,0.16296555113806652,0.16294798962729326,0.9002121560133816,1.5503354657385225e-08,1.7561510773256295e-05,0
2040,2.04,1.0,-94.23853580246443,-93.338323646451,-6.760680031530216e-09,-2.2258478860042245e-08,0.1629655511380665,0.16294798962729326,0.9002121560134242,1.549779882851203e-08,1.756151077322854e-05,0
2050,2.05,1.0,-94.23853580246427,-93.33832364645023,-6.760681121808296e-09,-2.2253510615418162e-08,0.1629655511380665,0.1629479896272932,0.9002121560140353,1.5492829493609866e-08,1.756151077328405e-05,0
2060,2.06,1.0,-94.23853580246394,-93.33832364644972,-6.76069298391223e-09,-2.2249070395867927e-08,0.1629655511380665,0.1629479896272932,0.90021215601422,1.5488377411955695e-08,1.756151077328405e-05,0
2070,2.07,1.0,-94.23853580246342,-93.33832364644954,-6.760700261540502e-09,-2.2245113208787842e-08,0.1629655511380665,0.1629479896272932,0.9002121560138789,1.548441294724734e-08,1.756151077328405e-05,0
2080,2.08,1.0,-94.23853580246272,-93.33832364644962,-6.760703993095545e-09,-2.2241590168151942e-08,0.1629655511380665,0.16294798962729318,0.9002121560130973,1.5480886175056397e-08,1.7561510773311806e-05,0
2090,2.09,1.0,-94.23853580246228,-93.33832364644952,-6.760694530069746e-09,-2.223846406285895e-08,0.16296555113806646,0.16294798962729315,0.9002121560127563,1.5477769532789204e-08,1.7561510773311806e-05,0
2100,2.1,1.0,-94.23853580246207,-93.33832364644921,-6.760688677462456e-09,-2.2235675100439754e-08,0.16296555113806646,0.1629479896272932,0.9002121560128558,1.5474986422977298e-08,1.7561510773256295e-05,0
2110,2.11,1.0,-94.23853580246215,-93.33832364644864,-6.760686735203917e-09,-2.223318350462891e-08,0.16296555113806646,0.16294798962729318,0.9002121560135095,1.5472496769424993e-08,1.756151077328405e-05,0
2120,2.12,1.0,-94.23853580246214,-93.33832364644822,-6.7606876574060034e-09,-2.2230959656201813e-08,0.16296555113806646,0.1629479896272932,0.9002121560139216,1.547027199879581e-08,1.7561510773256295e-05,0
2130,2.13,1.0,-94.23853580246201,-93.33832364644796,-6.760700760743719e-09,-2.2228965160742877e-08,0.16296555113806646,0.16294798962729315,0.9002121560140495,1.5468264399999158e-08,1.7561510773311806e-05,0
2140,2.14,1.0,-94.23853580246171,-93.33832364644798,-6.760697770382052e-09,-2.2227200676875108e-08,0.1629655511380664,0.16294798962729315,0.9002121560137368,1.5466502906493054e-08,1.7561510773256295e-05,0
2150,2.15,1.0,-94.23853580246171,-93.33832364644765,-6.760689175811891e-09,-2.22256361396692e-08,0.16296555113806643,0.16294798962729318,0.9002121560140637,1.546494696385731e-08,1.7561510773256295e-05,0
2160,2.16,1.0,-94.23853580246188,-93.33832364644715,-6.76069142618026e-09,-2.2224230366399608e-08,0.16296555113806643,0.16294798962729315,0.9002121560147316,1.5463538940219347e-08,1.756151077328405e-05,0
2170,2.17,1.0,-94.23853580246184,-93.33832364644694,-6.760708211784574e-09,-2.222295910411551e-08,0.16296555113806643,0.1629479896272931,0.9002121560149021,1.5462250892330936e-08,1.756151077333956e-05,0
2180,2.18,1.0,-94.23853580246153,-93.33832364644705,-6.760704187658231e-09,-2.222184505819199e-08,0.16296555113806643,0.16294798962729318,0.9002121560144758,1.5461140870533757e-08,1.7561510773256295e-05,0
2190,2.19,1.0,-94.2385358024614,-93.33832364644704,-6.760703802121712e-09,-2.2220851671243405e-08,0.16296555113806646,0.16294798962729315,0.9002121560143621,1.5460147869121692e-08,1.7561510773311806e-05,0
2200,2.2,1.0,-94.23853580246127,-93.33832364644697,-6.760697555169365e-09,-2.2219970911118914e-08,0.16296555113806643,0.16294798962729312,0.9002121560143053,1.545927335594955e-08,1.7561510773311806e-05,0
2210,2.21,1.0,-94.23853580246127,-93.33832364644681,-6.76069848970559e-09,-2.2219181548099598e-08,0.16296555113806643,0.16294798962729312,0.9002121560144616,1.5458483058394008e-08,1.7561510773311806e-05,0
2220,2.22,1.0,-94.23853580246127,-93.33832364644665,-6.760697853922363e-09,-2.2218474529424384e-08,0.16296555113806643,0.16294798962729315,0.9002121560146179,1.5457776675502022e-08,1.756151077328405e-05,0
2230,2.23,1.0,-94.23853580246112,-93.33832364644668,-6.760705996906923e-09,-2.221783464483183e-08,0.16296555113806643,0.16294798962729315,0.9002121560144332,1.5457128647924908e-08,1.756151077328405e-05,0
2240,2.24,1.0,-94.23853580246107,-93.33832364644664,-6.7606989772676715e-09,-2.221728245740861e-08,0.16296555113806643,0.16294798962729318,0.9002121560144332,1.545658348014094e-08,1.7561510773256295e-05,0
2250,2.25,1.0,-94.238535802461,-93.33832364644661,-6.760703062468645e-09,-2.221677654945948e-08,0.16296555113806643,0.16294798962729312,0.9002121560143905,1.5456073486990836e-08,1.7561510773311806e-05,0
2260,2.2600000000000002,1.0,-94.23853580246076,-93.33832364644681,-6.760708198340641e-09,-2.2216325212018994e-08,0.16296555113806646,0.16294798962729312,0.90021215601395,1.5455617013678354e-08,1.756151077333956e-05,0
2270,2.27,1.0,-94.23853580246065,-93.33832364644685,-6.760696421482911e-09,-2.2215942451846056e-08,0.16296555113806643,0.16294798962729318,0.9002121560137937,1.5455246030363144e-08,1.7561510773256295e-05,0
2280,2.2800000000000002,1.0,-94.23853580246073,-93.3383236464467,-6.760701008056855e-09,-2.221558630038484e-08,0.16296555113806643,0.16294798962729315,0.9002121560140353,1.5454885292327986e-08,1.756151077328405e-05,0
2290,2.29,1.0,-94.23853580246073,-93.33832364644665,-6.76070805267313e-09,-2.221526604401688e-08,0.16296555113806643,0.16294798962729315,0.9002121560140779,1.545455799134375e-08,1.756151077328405e-05,0
2300,2.3000000000000003,1.0,-94.2385358024607,-93.33832364644665,-6.760713700533655e-09,-2.2214983047433787e-08,0.16296555113806646,0.16294798962729312,0.9002121560140495,1.5454269346900134e-08,1.756151077333956e-05,0
2310,2.31,1.0,-94.23853580246069,-93.33832364644663,-6.760714109091178e-09,-2.2214729497799953e-08,0.1629655511380664,0.1629479896272931,0.9002121560140637,1.5454015388708775e-08,1.7561510773311806e-05,0
2320,2.32,1.0,-94.23853580246045,-93.33832364644687,-6.760716785765006e-09,-2.2214503282441063e-08,0.16296555113806646,0.16294798962729312,0.9002121560135805,1.5453786496676058e-08,1.756151077333956e-05,0
2330,2.33,1.0,-94.23853580246026,-93.33832364644702,-6.760710373717385e-09,-2.221431374518989e-08,0.16296555113806646,0.16294798962729315,0.9002121560132395,1.5453603371472506e-08,1.7561510773311806e-05,0
2340,2.34,1.0,-94.23853580246025,-93.33832364644702,-6.7607121828433785e-09,-2.221413580317809e-08,0.16296555113806643,0.16294798962729315,0.9002121560132252,1.5453423620334712e-08,1.756151077328405e-05,0
2350,2.35,1.0,-94.23853580246025,-93.338323646447,-6.7607082089789626e-09,-2.2213980809631106e-08,0.16296555113806643,0.16294798962729312,0.9002121560132537,1.5453272600652143e-08,1.7561510773311806e-05,0
2360,2.36,1.0,-94.23853580246029,-93.33832364644687,-6.760703430927976e-09,-2.2213845267809345e-08,0.16296555113806646,0.16294798962729315,0.9002121560134242,1.5453141836881368e-08,1.7561510773311806e-05,0
2370,2.37,1.0,-94.23853580246049,-93.33832364644667,-6.760703029622144e-09,-2.221372207336418e-08,0.16296555113806643,0.16294798962729315,0.9002121560138221,1.5453019043742038e-08,1.756151077328405e-05,0
2380,2.38,1.0,-94.23853580246053,-93.33832364644661,-6.760717816053223e-09,-2.2213595594683554e-08,0.16296555113806643,0.16294798962729312,0.9002121560139216,1.5452877778630332e-08,1.7561510773311806e-05,0
2390,2.39,1.0,-94.2385358024604,-93.33832364644674,-6.760714722087203e-09,-2.2213499394902376e-08,0.1629655511380664,0.16294798962729315,0.9002121560136658,1.5452784672815174e-08,1.7561510773256295e-05,0
2400,2.4,1.0,-94.23853580246052,-93.33832364644663,-6.76071248427869e-09,-2.221341495767818e-08,0.16296555113806643,0.16294798962729312,0.9002121560138931,1.545270247339949e-08,1.7561510773311806e-05,0
2410,2.41,1.0,-94.23853580246045,-93.3383236464467,-6.760717194278071e-09,-2.2213329795045934e-08,0.16296555113806643,0.16294798962729315,0.900212156013751,1.5452612600767864e-08,1.756151077328405e-05,0
2420,2.42,1.0,-94.23853580246049,-93.33832364644665,-6.7607158316814125e-09,-2.2213264674699243e-08,0.16296555113806646,0.16294798962729315,0.9002121560138363,1.545254884301783e-08,1.7561510773311806e-05,0
2430,2.43,1.0,-94.23853580246048,-93.33832364644664,-6.760716286251528e-09,-2.2213202480324158e-08,0.16296555113806643,0.16294798962729315,0.9002121560138363,1.545248619407263e-08,1.756151077328405e-05,0
2440,2.44,1.0,-94.23853580246046,-93.33832364644663,-6.760718363889612e-09,-2.2213142223212396e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452423859322784e-08,1.7561510773311806e-05,0
2450,2.45,1.0,-94.23853580246046,-93.33832364644663,-6.760719351775268e-09,-2.221309187226832e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452372520493052e-08,1.7561510773311806e-05,0
2460,2.46,1.0,-94.23853580246046,-93.33832364644663,-6.760718347740498e-09,-2.2213045852773792e-08,0.1629655511380664,0.16294798962729312,0.9002121560138363,1.5452327505033293e-08,1.756151077328405e-05,0
2470,2.47,1.0,-94.23853580246046,-93.33832364644663,-6.760718404478557e-09,-2.2213006869074624e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452288464596067e-08,1.7561510773311806e-05,0
2480,2.48,1.0,-94.23853580246046,-93.33832364644663,-6.760718853361918e-09,-2.2212971139251693e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452252285889775e-08,1.7561510773311806e-05,0
2490,2.49,1.0,-94.23853580246046,-93.33832364644663,-6.760719078242661e-09,-2.2212940877524137e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452221799281477e-08,1.7561510773311806e-05,0
2500,2.5,1.0,-94.23853580246046,-93.33832364644663,-6.760719425883575e-09,-2.2212910813670433e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.545219138778686e-08,1.7561510773311806e-05,0
2510,2.5100000000000002,1.0,-94.23853580246046,-93.33832364644663,-6.760718165377812e-09,-2.2212887488474496e-08,0.1629655511380664,0.16294798962729312,0.9002121560138363,1.5452169323096684e-08,1.756151077328405e-05,0
2520,2.52,1.0,-94.23853580246046,-93.33832364644663,-6.76071847702635e-09,-2.2212865322016104e-08,0.1629655511380664,0.16294798962729312,0.9002121560138363,1.5452146844989753e-08,1.756151077328405e-05,0
2530,2.5300000000000002,1.0,-94.23853580246046,-93.33832364644663,-6.760718850585696e-09,-2.2212843220934388e-08,0.1629655511380664,0.16294798962729312,0.9002121560138363,1.545212437034869e-08,1.756151077328405e-05,0
2540,2.54,1.0,-94.23853580246046,-93.33832364644663,-6.760718671071552e-09,-2.2212823576619236e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452104905547682e-08,1.7561510773311806e-05,0
2550,2.5500000000000003,1.0,-94.23853580246046,-93.33832364644663,-6.7607190012092015e-09,-2.2212809538632566e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452090537423364e-08,1.7561510773311806e-05,0
2560,2.56,1.0,-94.23853580246046,-93.33832364644663,-6.7607191295539795e-09,-2.2212795691474863e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452076561920882e-08,1.7561510773311806e-05,0
2570,2.57,1.0,-94.23853580246046,-93.33832364644663,-6.760719430201789e-09,-2.2212781854992967e-08,0.16296555113806643,0.16294798962729312,0.9002121560138363,1.5452062424791177e-08,1.7561510773311806e-05,0
2580,2.58,1.0,-94.23853580246046,-93.33832364644663,-6.760718148453545e-09,-2.2212769042495158e-08,0.1629655511380664,0.16294798962729312,0.9002121560138363,1.5452050894041613e-08,1.756151077328405e-05,0
